# pinned official Bluesky inventory (2026-05-25)
# operation_command	lexicon_id	kind	http_method	path	doc_url	[namespace=...]	[group=...]	[docs_source=...]	[stability=...]	[route_hint=...]	[input_encoding=...]	[required_query=...]	[required_body=...]
com-atproto-temp-request-phone-verification	com.atproto.temp.requestPhoneVerification	procedure	POST	/xrpc/com.atproto.temp.requestPhoneVerification	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/requestPhoneVerification.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=phoneNumber]
com-atproto-temp-revoke-account-credentials	com.atproto.temp.revokeAccountCredentials	procedure	POST	/xrpc/com.atproto.temp.revokeAccountCredentials	https://github.com/bluesky-social/atproto/blob/main/lexicons/com/atproto/temp/revokeAccountCredentials.json	[namespace=com.atproto]	[group=temp]	[docs_source=lexicon-only]	[stability=temp]	[route_hint=entryway-or-pds]	[input_encoding=application/json]	[required_query=]	[required_body=account]
tools-ozone-communication-create-template	tools.ozone.communication.createTemplate	procedure	POST	/xrpc/tools.ozone.communication.createTemplate	https://docs.bsky.app/docs/api/tools-ozone-communication-create-template	[namespace=tools.ozone]	[group=communication]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=subject,contentMarkdown,name]
tools-ozone-communication-delete-template	tools.ozone.communication.deleteTemplate	procedure	POST	/xrpc/tools.ozone.communication.deleteTemplate	https://docs.bsky.app/docs/api/tools-ozone-communication-delete-template	[namespace=tools.ozone]	[group=communication]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=id]
tools-ozone-communication-list-templates	tools.ozone.communication.listTemplates	query	GET	/xrpc/tools.ozone.communication.listTemplates	https://docs.bsky.app/docs/api/tools-ozone-communication-list-templates	[namespace=tools.ozone]	[group=communication]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-communication-update-template	tools.ozone.communication.updateTemplate	procedure	POST	/xrpc/tools.ozone.communication.updateTemplate	https://docs.bsky.app/docs/api/tools-ozone-communication-update-template	[namespace=tools.ozone]	[group=communication]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=id]
tools-ozone-hosting-get-account-history	tools.ozone.hosting.getAccountHistory	query	GET	/xrpc/tools.ozone.hosting.getAccountHistory	https://docs.bsky.app/docs/api/tools-ozone-hosting-get-account-history	[namespace=tools.ozone]	[group=hosting]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=did]	[required_body=]
tools-ozone-moderation-cancel-scheduled-actions	tools.ozone.moderation.cancelScheduledActions	procedure	POST	/xrpc/tools.ozone.moderation.cancelScheduledActions	https://docs.bsky.app/docs/api/tools-ozone-moderation-cancel-scheduled-actions	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=subjects]
tools-ozone-moderation-emit-event	tools.ozone.moderation.emitEvent	procedure	POST	/xrpc/tools.ozone.moderation.emitEvent	https://docs.bsky.app/docs/api/tools-ozone-moderation-emit-event	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=event,subject,createdBy]
tools-ozone-moderation-get-account-timeline	tools.ozone.moderation.getAccountTimeline	query	GET	/xrpc/tools.ozone.moderation.getAccountTimeline	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-account-timeline	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=did]	[required_body=]
tools-ozone-moderation-get-event	tools.ozone.moderation.getEvent	query	GET	/xrpc/tools.ozone.moderation.getEvent	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-event	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=id]	[required_body=]
tools-ozone-moderation-get-record	tools.ozone.moderation.getRecord	query	GET	/xrpc/tools.ozone.moderation.getRecord	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-record	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=uri]	[required_body=]
tools-ozone-moderation-get-records	tools.ozone.moderation.getRecords	query	GET	/xrpc/tools.ozone.moderation.getRecords	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-records	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=uris]	[required_body=]
tools-ozone-moderation-get-repo	tools.ozone.moderation.getRepo	query	GET	/xrpc/tools.ozone.moderation.getRepo	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-repo	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=did]	[required_body=]
tools-ozone-moderation-get-reporter-stats	tools.ozone.moderation.getReporterStats	query	GET	/xrpc/tools.ozone.moderation.getReporterStats	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-reporter-stats	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=dids]	[required_body=]
tools-ozone-moderation-get-repos	tools.ozone.moderation.getRepos	query	GET	/xrpc/tools.ozone.moderation.getRepos	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-repos	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=dids]	[required_body=]
tools-ozone-moderation-get-subjects	tools.ozone.moderation.getSubjects	query	GET	/xrpc/tools.ozone.moderation.getSubjects	https://docs.bsky.app/docs/api/tools-ozone-moderation-get-subjects	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=subjects]	[required_body=]
tools-ozone-moderation-list-scheduled-actions	tools.ozone.moderation.listScheduledActions	procedure	POST	/xrpc/tools.ozone.moderation.listScheduledActions	https://docs.bsky.app/docs/api/tools-ozone-moderation-list-scheduled-actions	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=statuses]
tools-ozone-moderation-query-events	tools.ozone.moderation.queryEvents	query	GET	/xrpc/tools.ozone.moderation.queryEvents	https://docs.bsky.app/docs/api/tools-ozone-moderation-query-events	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-moderation-query-statuses	tools.ozone.moderation.queryStatuses	query	GET	/xrpc/tools.ozone.moderation.queryStatuses	https://docs.bsky.app/docs/api/tools-ozone-moderation-query-statuses	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-moderation-schedule-action	tools.ozone.moderation.scheduleAction	procedure	POST	/xrpc/tools.ozone.moderation.scheduleAction	https://docs.bsky.app/docs/api/tools-ozone-moderation-schedule-action	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=action,subjects,createdBy,scheduling]
tools-ozone-moderation-search-repos	tools.ozone.moderation.searchRepos	query	GET	/xrpc/tools.ozone.moderation.searchRepos	https://docs.bsky.app/docs/api/tools-ozone-moderation-search-repos	[namespace=tools.ozone]	[group=moderation]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-queue-assign-moderator	tools.ozone.queue.assignModerator	procedure	POST	/xrpc/tools.ozone.queue.assignModerator	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/assignModerator.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=queueId,did]
tools-ozone-queue-create-queue	tools.ozone.queue.createQueue	procedure	POST	/xrpc/tools.ozone.queue.createQueue	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/createQueue.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=name,subjectTypes,reportTypes]
tools-ozone-queue-delete-queue	tools.ozone.queue.deleteQueue	procedure	POST	/xrpc/tools.ozone.queue.deleteQueue	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/deleteQueue.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=queueId]
tools-ozone-queue-get-assignments	tools.ozone.queue.getAssignments	query	GET	/xrpc/tools.ozone.queue.getAssignments	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/getAssignments.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-queue-list-queues	tools.ozone.queue.listQueues	query	GET	/xrpc/tools.ozone.queue.listQueues	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/listQueues.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-queue-route-reports	tools.ozone.queue.routeReports	procedure	POST	/xrpc/tools.ozone.queue.routeReports	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/routeReports.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=startReportId,endReportId]
tools-ozone-queue-unassign-moderator	tools.ozone.queue.unassignModerator	procedure	POST	/xrpc/tools.ozone.queue.unassignModerator	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/unassignModerator.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=queueId,did]
tools-ozone-queue-update-queue	tools.ozone.queue.updateQueue	procedure	POST	/xrpc/tools.ozone.queue.updateQueue	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/queue/updateQueue.json	[namespace=tools.ozone]	[group=queue]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=queueId]
tools-ozone-report-assign-moderator	tools.ozone.report.assignModerator	procedure	POST	/xrpc/tools.ozone.report.assignModerator	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/assignModerator.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=reportId]
tools-ozone-report-create-activity	tools.ozone.report.createActivity	procedure	POST	/xrpc/tools.ozone.report.createActivity	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/createActivity.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=reportId,activity]
tools-ozone-report-get-assignments	tools.ozone.report.getAssignments	query	GET	/xrpc/tools.ozone.report.getAssignments	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/getAssignments.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-report-get-historical-stats	tools.ozone.report.getHistoricalStats	query	GET	/xrpc/tools.ozone.report.getHistoricalStats	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/getHistoricalStats.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-report-get-latest-report	tools.ozone.report.getLatestReport	query	GET	/xrpc/tools.ozone.report.getLatestReport	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/getLatestReport.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-report-get-live-stats	tools.ozone.report.getLiveStats	query	GET	/xrpc/tools.ozone.report.getLiveStats	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/getLiveStats.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-report-get-report	tools.ozone.report.getReport	query	GET	/xrpc/tools.ozone.report.getReport	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/getReport.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=id]	[required_body=]
tools-ozone-report-list-activities	tools.ozone.report.listActivities	query	GET	/xrpc/tools.ozone.report.listActivities	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/listActivities.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=reportId]	[required_body=]
tools-ozone-report-query-reports	tools.ozone.report.queryReports	query	GET	/xrpc/tools.ozone.report.queryReports	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/queryReports.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=]	[required_query=status]	[required_body=]
tools-ozone-report-reassign-queue	tools.ozone.report.reassignQueue	procedure	POST	/xrpc/tools.ozone.report.reassignQueue	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/reassignQueue.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=reportId,queueId]
tools-ozone-report-refresh-stats	tools.ozone.report.refreshStats	procedure	POST	/xrpc/tools.ozone.report.refreshStats	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/refreshStats.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=startDate,endDate]
tools-ozone-report-unassign-moderator	tools.ozone.report.unassignModerator	procedure	POST	/xrpc/tools.ozone.report.unassignModerator	https://github.com/bluesky-social/atproto/blob/main/lexicons/tools/ozone/report/unassignModerator.json	[namespace=tools.ozone]	[group=report]	[docs_source=lexicon-only]	[stability=lexicon-only]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=reportId]
tools-ozone-safelink-add-rule	tools.ozone.safelink.addRule	procedure	POST	/xrpc/tools.ozone.safelink.addRule	https://docs.bsky.app/docs/api/tools-ozone-safelink-add-rule	[namespace=tools.ozone]	[group=safelink]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=url,pattern,action,reason]
tools-ozone-safelink-query-events	tools.ozone.safelink.queryEvents	procedure	POST	/xrpc/tools.ozone.safelink.queryEvents	https://docs.bsky.app/docs/api/tools-ozone-safelink-query-events	[namespace=tools.ozone]	[group=safelink]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=]
tools-ozone-safelink-query-rules	tools.ozone.safelink.queryRules	procedure	POST	/xrpc/tools.ozone.safelink.queryRules	https://docs.bsky.app/docs/api/tools-ozone-safelink-query-rules	[namespace=tools.ozone]	[group=safelink]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=]
tools-ozone-safelink-remove-rule	tools.ozone.safelink.removeRule	procedure	POST	/xrpc/tools.ozone.safelink.removeRule	https://docs.bsky.app/docs/api/tools-ozone-safelink-remove-rule	[namespace=tools.ozone]	[group=safelink]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=url,pattern]
tools-ozone-safelink-update-rule	tools.ozone.safelink.updateRule	procedure	POST	/xrpc/tools.ozone.safelink.updateRule	https://docs.bsky.app/docs/api/tools-ozone-safelink-update-rule	[namespace=tools.ozone]	[group=safelink]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=url,pattern,action,reason]
tools-ozone-server-get-config	tools.ozone.server.getConfig	query	GET	/xrpc/tools.ozone.server.getConfig	https://docs.bsky.app/docs/api/tools-ozone-server-get-config	[namespace=tools.ozone]	[group=server]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-set-add-values	tools.ozone.set.addValues	procedure	POST	/xrpc/tools.ozone.set.addValues	https://docs.bsky.app/docs/api/tools-ozone-set-add-values	[namespace=tools.ozone]	[group=set]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=name,values]
tools-ozone-set-delete-set	tools.ozone.set.deleteSet	procedure	POST	/xrpc/tools.ozone.set.deleteSet	https://docs.bsky.app/docs/api/tools-ozone-set-delete-set	[namespace=tools.ozone]	[group=set]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=name]
tools-ozone-set-delete-values	tools.ozone.set.deleteValues	procedure	POST	/xrpc/tools.ozone.set.deleteValues	https://docs.bsky.app/docs/api/tools-ozone-set-delete-values	[namespace=tools.ozone]	[group=set]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=name,values]
tools-ozone-set-get-values	tools.ozone.set.getValues	query	GET	/xrpc/tools.ozone.set.getValues	https://docs.bsky.app/docs/api/tools-ozone-set-get-values	[namespace=tools.ozone]	[group=set]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=name]	[required_body=]
tools-ozone-set-query-sets	tools.ozone.set.querySets	query	GET	/xrpc/tools.ozone.set.querySets	https://docs.bsky.app/docs/api/tools-ozone-set-query-sets	[namespace=tools.ozone]	[group=set]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-set-upsert-set	tools.ozone.set.upsertSet	procedure	POST	/xrpc/tools.ozone.set.upsertSet	https://docs.bsky.app/docs/api/tools-ozone-set-upsert-set	[namespace=tools.ozone]	[group=set]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=]
tools-ozone-setting-list-options	tools.ozone.setting.listOptions	query	GET	/xrpc/tools.ozone.setting.listOptions	https://docs.bsky.app/docs/api/tools-ozone-setting-list-options	[namespace=tools.ozone]	[group=setting]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-setting-remove-options	tools.ozone.setting.removeOptions	procedure	POST	/xrpc/tools.ozone.setting.removeOptions	https://docs.bsky.app/docs/api/tools-ozone-setting-remove-options	[namespace=tools.ozone]	[group=setting]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=keys,scope]
tools-ozone-setting-upsert-option	tools.ozone.setting.upsertOption	procedure	POST	/xrpc/tools.ozone.setting.upsertOption	https://docs.bsky.app/docs/api/tools-ozone-setting-upsert-option	[namespace=tools.ozone]	[group=setting]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=key,scope,value]
tools-ozone-signature-find-correlation	tools.ozone.signature.findCorrelation	query	GET	/xrpc/tools.ozone.signature.findCorrelation	https://docs.bsky.app/docs/api/tools-ozone-signature-find-correlation	[namespace=tools.ozone]	[group=signature]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=dids]	[required_body=]
tools-ozone-signature-find-related-accounts	tools.ozone.signature.findRelatedAccounts	query	GET	/xrpc/tools.ozone.signature.findRelatedAccounts	https://docs.bsky.app/docs/api/tools-ozone-signature-find-related-accounts	[namespace=tools.ozone]	[group=signature]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=did]	[required_body=]
tools-ozone-signature-search-accounts	tools.ozone.signature.searchAccounts	query	GET	/xrpc/tools.ozone.signature.searchAccounts	https://docs.bsky.app/docs/api/tools-ozone-signature-search-accounts	[namespace=tools.ozone]	[group=signature]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=values]	[required_body=]
tools-ozone-team-add-member	tools.ozone.team.addMember	procedure	POST	/xrpc/tools.ozone.team.addMember	https://docs.bsky.app/docs/api/tools-ozone-team-add-member	[namespace=tools.ozone]	[group=team]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=did,role]
tools-ozone-team-delete-member	tools.ozone.team.deleteMember	procedure	POST	/xrpc/tools.ozone.team.deleteMember	https://docs.bsky.app/docs/api/tools-ozone-team-delete-member	[namespace=tools.ozone]	[group=team]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=did]
tools-ozone-team-list-members	tools.ozone.team.listMembers	query	GET	/xrpc/tools.ozone.team.listMembers	https://docs.bsky.app/docs/api/tools-ozone-team-list-members	[namespace=tools.ozone]	[group=team]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-team-update-member	tools.ozone.team.updateMember	procedure	POST	/xrpc/tools.ozone.team.updateMember	https://docs.bsky.app/docs/api/tools-ozone-team-update-member	[namespace=tools.ozone]	[group=team]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=did]
tools-ozone-verification-grant-verifications	tools.ozone.verification.grantVerifications	procedure	POST	/xrpc/tools.ozone.verification.grantVerifications	https://docs.bsky.app/docs/api/tools-ozone-verification-grant-verifications	[namespace=tools.ozone]	[group=verification]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=verifications]
tools-ozone-verification-list-verifications	tools.ozone.verification.listVerifications	query	GET	/xrpc/tools.ozone.verification.listVerifications	https://docs.bsky.app/docs/api/tools-ozone-verification-list-verifications	[namespace=tools.ozone]	[group=verification]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=]	[required_query=]	[required_body=]
tools-ozone-verification-revoke-verifications	tools.ozone.verification.revokeVerifications	procedure	POST	/xrpc/tools.ozone.verification.revokeVerifications	https://docs.bsky.app/docs/api/tools-ozone-verification-revoke-verifications	[namespace=tools.ozone]	[group=verification]	[docs_source=http-reference]	[stability=stable]	[route_hint=ozone]	[input_encoding=application/json]	[required_query=]	[required_body=uris]
